Employee_ID,Age,Gender,Department,Job_Role,Years_at_Company,Monthly_Salary,Working_Hours_Per_Week,Overtime_Hours,Remote_Work,Sleep_Hours,Work_Life_Balance,Stress_Score,Mental_Health_Score,Manager_Support,Job_Satisfaction,Training_Hours,Absent_Days,Performance_Rating,Wellbeing_Program,Productivity_Score,Burnout_Level,Burnout_Risk,Attrition_Risk,Joining_Date
EMP2809,28.0,Male,Customer Support,Support Executive,5.5,34656.06,47.0,13.0,No,7.5,8.0,1.0,8.0,8,7.0,7.0,3.0,5.0,Yes,6.0,Low,Low,Low,-
EMP4932,30.0,Male,Hr,Data Scientist,4.3,39691.43,48.0,9.0,N,6.3,10.0,1.0,9.0,7,6.0,26.0,3.0,4.0,Yes,7.0,Low,-,Low,2020-03-14
EMP3482,24.0,Male,Operations,Support Team Lead,2.2,29043.85,52.0,16.0,No,5.8,8.0,1.0,10.0,7,6.0,0.0,1.0,5.0,No,7.0,Low,Low,Low,05/01/2023
EMP1408,30.0,Male,Hr,Customer Success Manager,0.2,29183.82,45.0,10.0,No,7.3,10.0,1.0,6.0,8,6.0,9.0,1.0,5.0,Yes,7.0,Low,Low,Low,2022-03-11
EMP5400,37.0,-,Administration,Front Desk Executive,0.1,23963.16,44.0,10.0,Yes,7.2,9.0,1.0,10.0,5,7.0,23.0,4.0,5.0,Yes,8.0,Low,Low,Low,"November 15, 2015"
EMP2346,25.0,Male,Legal,Legal Advisor,1.3,26424.41,30.0,0.0,Y,7.0,9.0,1.0,10.0,6,8.0,1.0,3.0,5.0,No,6.0,Low,Low,Low,-
EMP3450,30.0,Male,Admin,Front Desk Executive,2.5,33949.43,45.0,5.0,Yes,6.1,8.0,1.0,9.0,6,6.0,0.0,3.0,5.0,N,7.0,Low,Low,Low,21/11/2023
EMP3210,38.0,Female,R&D,Research Analyst,1.5,27736.66,45.0,8.0,Yes,6.6,8.0,1.0,7.0,8,7.0,3.0,1.0,5.0,N,6.0,Low,Low,Low,2025-07-08
EMP4142,43.0,Male,Hr,Support Team Lead,5.2,27095.66,47.0,6.0,No,7.7,9.0,3.0,7.0,4,4.0,21.0,3.0,5.0,No,7.0,Low,Low,Low,17-Jun-2018
EMP4487,20.0,Female,Hr,Support Team Lead,2.0,21678.16,52.0,20.0,No,7.3,7.0,1.0,9.0,5,6.0,11.0,3.0,5.0,Yes,7.0,,Low,Low,17/10/2023
EMP5139,30.0,Female,Operations,Operations Executive,0.2,21884.6,36.0,0.0,N,20.0,10.0,1.0,10.0,4,6.0,19.0,3.0,5.0,N,8.0,Low,Low,Low,"April 09, 2021"
EMP6166,40.0,Male,Hr,Support Team Lead,9.0,45608.09,45.0,18.0,Y,20.0,10.0,1.0,7.0,8,7.0,10.0,3.0,5.0,Yes,8.0,Low,Low,Low,20/02/2022
EMP2451,46.0,Female,Sale,Account Manager,6.2,37948.78,52.0,5.0,No,6.5,7.0,4.0,9.0,8,5.0,3.0,2.0,5.0,N,8.0,Low,Low,Low,15/09/2023
EMP5235,31.0,Male,Admin,Office Manager,2.4,44433.43,32.0,0.0,N,6.8,8.0,1.0,10.0,6,7.0,1.0,8.0,5.0,Yes,7.0,Low,Low,Low,16/01/2025
EMP1855,44.0,Male,Hr,Hr Manager,5.8,51356.84,48.0,14.0,No,6.6,8.0,1.0,9.0,7,9.0,8.0,1.0,5.0,N,5.0,Low,Low,Low,07-16-2019
EMP1248,33.0,Male,It,Support Team Lead,2.1,28119.09,47.0,3.0,No,7.6,8.0,1.0,10.0,7,5.0,17.0,2.0,5.0,Yes,7.0,Low,Low,Low,"March 22, 2017"
EMP2849,37.0,Female,Marketing,-,4.0,31377.71,59.0,17.0,Yes,6.3,8.0,1.0,9.0,7,8.0,18.0,2.0,5.0,No,7.0,Low,Low,Low,30-May-2026
EMP6620,32.0,Female,Operations,Operations Manager,8.2,48214.71,45.0,0.0,Yes,6.7,10.0,1.0,10.0,5,6.0,7.0,2.0,5.0,No,6.0,Low,Low,Low,02/02/2019
EMP4485,36.0,Female,Customer Support,Support Executive,0.9,29139.67,45.0,3.0,No,6.4,10.0,1.0,9.0,5,5.0,1.0,5.0,5.0,No,8.0,Low,Low,,10-17-2018
EMP5255,33.0,Other,Finance,Financial Analyst,2.9,31143.22,48.0,13.0,No,7.4,8.0,3.0,8.0,7,5.0,10.0,2.0,5.0,No,7.0,Low,Low,Low,2015-05-28
EMP5987,28.0,Male,Customer Support,Support Team Lead,3.0,48786.41,43.0,0.0,Yes,7.7,10.0,1.0,9.0,8,7.0,24.0,6.0,5.0,No,7.0,Low,Low,Low,01-31-2023
EMP5998,42.0,Male,Customer Support,Customer Success Manager,2.2,44143.11,61.0,19.0,No,7.2,9.0,1.0,8.0,,6.0,10.0,3.0,5.0,No,8.0,Low,Low,Low,10/03/2018
EMP3423,41.0,Male,,Data Scientist,1.8,30104.88,42.0,10.0,N,7.9,9.0,1.0,9.0,6,7.0,0.0,2.0,5.0,No,8.0,Low,Low,Low,-
EMP2078,45.0,,Operations,Operations Executive,5.8,32272.7,42.0,0.0,No,6.9,9.0,1.0,9.0,9,6.0,5.0,6.0,5.0,No,7.0,Low, ,Low,03/09/2022
EMP5267,33.0,Male,Customer Support,Customer Success Manager,1.4,32425.18,54.0,15.0,No,8.0,8.0,1.0,10.0,6,4.0,9.0,3.0,5.0,No,7.0,Low,Low,Low,"May 24, 2024"
EMP6078,39.0,Male,Operations,Operations Executive,2.3,29443.19,36.0,5.0,Yes,9.0,10.0,5.0,9.0,5,7.0,12.0,3.0,4.0,Yes,5.0,Low,Low,Low,2017/12/05
EMP4196,42.0,F,Fiannce,Finance Manager,6.9,32425.18,49.0,5.0,No,6.4,10.0,1.0,10.0,6,6.0,12.0,5.0,5.0,Yes,7.0,Low,Low,Low,18-Dec-2019
EMP5766,28.0,Female,Operations,Logistics Coordinator,1.0,25678.09,45.0,18.0,N,6.8,8.0,1.0,9.0,5,7.0,3.0,4.0,4.0,N,6.0,Low,Low,Low,2021/12/15
EMP3031,30.0,Other,Hr,Business Development Executive,12.0,48336.89,45.0,2.0,No,6.9,8.0,2.0,6.0,8,8.0,14.0,2.0,5.0,Y,7.0,Low,Low,Low,09-28-2020
EMP2505,33.0,Female,Operations,Operaitons Executive,7.5,34361.01,41.0,0.0,No,7.3,10.0,1.0,8.0,,6.0,64.0,2.0,5.0,No,9.0,Low,Low,Low,2015-12-13
EMP4247,33.0,M,Hr,Recruiter,11.7,41308.03,60.0,25.0,Yes,6.4,7.0,1.0,8.0,6,7.0,-10.0,3.0,4.0,No,6.0,Low,Low,Low,2024/01/09
EMP5554,27.0,Female,Hr,Hr Manager,0.1,21888.34,45.0,7.0,No,7.1,10.0,1.0,10.0,8,6.0,20.0,0.0,5.0,Yes,5.0,Low,Low,Low,19-Apr-2021
EMP1962,42.0,Male,Legal,Support Team Lead,1.6,19746.69,51.0,9.0,Yes,6.1,10.0,1.0,10.0,7,7.0,23.0,2.0,5.0,N,8.0,Low,Low,Low,2025-01-24
EMP1283,22.0,Male,Operations,-,0.2,26007.15,45.0,0.0,Yes,6.0,9.0,3.0,9.0,8,6.0,32.0,3.0,5.0,N,5.0,Low,Low,Low,09-23-2022
EMP6062,23.0,Female,Hr,Hr Executive,5.0,30766.73,42.0,5.0,No,7.7,9.0,1.0,9.0,8,6.0,8.0,5.0,5.0,No,8.0,Low,Low,Low,07-21-2025
EMP3755,33.0,Male,It,-,4.7,42137.4,31.0,5.0,No,7.8,10.0,1.0,8.0,5,8.0,10.0,6.0,5.0,Yes,8.0,Low,Low,Low,"August 03, 2023"
EMP1708,27.0,Male,Hr,Hr Generalist,0.4,27786.65,48.0,1.0,No,20.0,9.0,1.0,7.0,6,8.0,18.0,7.0,5.0,N,7.0,Low,Low,Low,06-02-2015
EMP6956,31.0,Male,Marketting,Marketing Manager,1.1,48977.68,39.0,1.0,No,6.8,10.0,1.0,10.0,-,6.0,3.0,3.0,5.0,Yes,6.0,Low,Low,Low,2016/07/26
EMP6284,42.0,Male,Customer Support,,2.6,30963.39,47.0,20.0,No,6.4,9.0,1.0,10.0,8,8.0,10.0,4.0,5.0,Yes,6.0,Low,Low,Low,"March 03, 2019"
EMP4507,41.0,Male,It,Devops Engineer,0.1,29092.07,62.0,30.0,No,5.7,7.0,4.0,5.0,2,5.0,8.0,4.0,5.0,No,6.0,Medium,Moderate,Medium,2019-07-18
EMP2775,38.0,Male,R&D,Research Analyst,5.4,27678.56,49.0,6.0,Yes,0.5,10.0,1.0,9.0,6,9.0,0.0,3.0,5.0,N,8.0,Low,Low,Low,04-Jul-2015
EMP1759,33.0,Male,Admin,Admin Executive,6.8,42821.29,45.0,8.0,No,8.0,9.0,1.0,9.0,10,7.0,10.0,1.0,5.0,No,9.0,Low,Low,Low,2016-05-06
EMP5724,45.0,Female,Hr,Support Team Lead,6.1,34882.3,51.0,12.0,No,8.7,8.0,1.0,10.0,7,7.0,4.0,-10.0,5.0,No,8.0,Low,Low,Low,15/07/2025
EMP5646,42.0,M,Marketting,Marketing Executive,2.5,36508.51,53.0,20.0,Yes,5.7,6.0,1.0,10.0,6,6.0,40.0,1.0,5.0,No,6.0,Low,Low,Low,"March 14, 2020"
EMP6021,32.0,Male,Hr,Hr Generalist,7.6,32604.88,45.0,4.0,N,8.0,9.0,1.0,10.0,3,3.0,23.0,2.0,5.0,Yes,7.0,Low,Low,Low,06-21-2023
EMP5654,28.0,Male,R&D,Research Analyst,2.7,22108.48,36.0,0.0,No,7.6,10.0,1.0,9.0,5,6.0,3.0,4.0,5.0,No,8.0,Low,Low,Low,04-24-2019
EMP5132,31.0,Female,Fiannce,Accountant,2.5,22775.7,51.0,9.0,No,8.1,9.0,1.0,9.0,5,6.0,10.0,4.0,5.0,N,8.0,Low,Low,Low,22-Aug-2016
EMP5122,33.0,-,Customersupport,Support Team Lead,2.3,35295.13,31.0,0.0,Y,6.2,10.0,1.0,8.0,6,8.0,0.0,0.0,5.0,-,7.0,Low,Low,Low,"July 24, 2025"
EMP1896,35.0,Male,Operations,Operations Executive,0.7,23204.31,38.0,0.0,Yes,7.9,10.0,1.0,10.0,8,7.0,3.0,1.0,5.0,Y,7.0,,-,Low,-
EMP5181,34.0,Female,Operations,Logistics Coordinator,2.3,32915.69,56.0,28.0,Yes,7.2,7.0,1.0,10.0,7,7.0,13.0,2.0,5.0,Yes,7.0,Low,Low,Low,12-30-2022
EMP6599,36.0,Male,Marketting,Content Strategist,9.5,37158.3,35.0,0.0,N,8.0,9.0,1.0,9.0,6,5.0,8.0,3.0,5.0,Yes,8.0,Low,Low,Low,"July 01, 2022"
EMP1804,33.0,Male,Hr,Support Team Lead,4.6,24689.15,46.0,4.0,No,7.0,9.0,1.0,10.0,4,6.0,10.0,3.0,5.0,Yes,6.0,Low,Low,Low,10-May-2020
EMP3881,37.0,Female,Cust. Support,Support Team Lead,2.4,42318.63,37.0,1.0,No,7.3,9.0,1.0,10.0,10,9.0,10.0,3.0,5.0,Y,9.0,Low,Low,Low,2026-04-09
EMP6598,42.0,Female,Hr,Accountant,2.5,36130.4,46.0,19.0,No,6.9,7.0,2.0,6.0,3,4.0,28.0,3.0,5.0,N,8.0,Low,Low,Medium,-
EMP2738,33.0,Male,Operations,Operations Manager,4.6,40213.22,45.0,9.0,No,7.6,9.0,1.0,10.0,6,6.0,0.0,3.0,5.0,No,7.0,-,Low,Low,03-14-2024
EMP3127,33.0,Male,Hr,Recruiter,0.2,26289.72,44.0,0.0,No,6.6,10.0,2.0,8.0,5,6.0,6.0,2.0,5.0,Y,7.0,Low,Low,Low, 
EMP1147,44.0,Male,Finance,Auditor,4.7,32425.18,36.0,0.0,Yes,-8.467018626025716,10.0,1.0,9.0,8,7.0,12.0,3.0,5.0,No,8.0,Low,Low,Low,12-24-2015
EMP6983,42.0,Male,Admin,Front Desk Executive,1.9,29502.8,45.0,8.0,N,8.2,10.0,2.0,10.0,9,8.0,72.0,7.0,5.0,No,6.0,,Low,Low,01/03/2025
EMP2700,38.0,Male,Customersupport,Support Executive,4.4,32544.26,42.0,0.0,N,6.9,9.0,1.0,9.0,9,8.0,10.0,2.0,5.0,No,8.0,Low,Low,Low,"April 16, 2017"
EMP2093,33.0,Male,Admin,Front Desk Executive,10.5,42588.24,50.0,6.0,Yes,6.2,10.0,2.0,9.0,6,9.0,6.0,5.0,5.0,No,8.0,Low,Low,Low,"December 15, 2024"
EMP4760,37.0,Male,Sales,Sales Executive,1.4,19601.18,54.0,12.0,No,8.1,9.0,1.0,10.0,4,7.0,5.0,3.0,4.0,Yes,7.0,Low,Low,Low,12/01/2015
EMP1527,25.0,Male,Finance,Accountant,0.5,25795.57,42.0,0.0,Yes,7.9,10.0,1.0,10.0,4,5.0,7.0,2.0,5.0,Y,7.0,Low,Low,Low,2022/04/04
EMP2262,38.0,,I.T.,System Admin,11.2,43741.98,52.0,16.0,No,6.4,9.0,1.0,9.0,7,7.0,6.0,6.0,5.0,No,7.0,Low,Low,Low,05/12/2021
EMP6789,21.0,Male,It,System Admin,1.5,32425.18,43.0,9.0,No,7.4,9.0,1.0,8.0,6,6.0,19.0,3.0,5.0,No,7.0,Low,Low,Low,2025/08/24
EMP3948,47.0,Female,Admin,Front Desk Executive,6.4,33608.37,48.0,15.0,N,8.3,9.0,1.0,8.0,3,5.0,1.0,4.0,3.0,N,7.0,Low,Low,Low,2018-06-23
EMP3613,50.0,Male,Hr,Operations Manager,1.8,44053.13,44.0,1.0,N,8.2,10.0,1.0,10.0,6,7.0,12.0,4.0,5.0,Y,7.0,Low,Low,Low,2018/10/26
EMP5467,23.0,Male,Hr,Support Team Lead,0.0,44249.85,58.0,27.0,No,5.7,9.0,2.0,7.0,10,8.0,1.0,1.0,5.0,Y,8.0,Low,Low,Low,2017/04/13
EMP6324,26.0,Male,It,Devops Engineer,3.5,35782.92,34.0,0.0,No,7.1,10.0,1.0,8.0,3,6.0,24.0,4.0,5.0,Yes,7.0,Low,Low,Low,12-08-2019
EMP1381,40.0,Male,Hr,Hr Executive,6.4,42003.41,52.0,5.0,Yes,6.7,8.0,2.0,8.0,5,6.0,3.0,2.0,5.0,No,7.0,Low,Low,Low,05-10-2016
EMP6333,23.0,Female,It,System Admin,5.0,32537.85,63.0,31.0,No,6.3,7.0,3.0,9.0,7,6.0,-31.0,1.0,5.0,N,7.0,Low,Low,Low,2020/02/28
EMP3328,35.0,Female,Marketing,Support Team Lead,5.1,28892.04,49.0,10.0,No,5.6,10.0,1.0,10.0,4,7.0,4.0,2.0,5.0,Yes,7.0,Low,Low,Low,"November 08, 2019"
EMP1596,33.0,Male,Finance,Support Team Lead,1.9,36678.04,45.0,6.0,No,7.6,10.0,1.0,9.0,4,6.0,0.0,-6.0,5.0,No,5.0,Low,Low,Low,2019-04-11
EMP2413,30.0,Male,Sales,Sales Executive,3.9,23605.86,45.0,0.0,N,5.7,8.0,1.0,9.0,5,4.0,10.0,6.0,5.0,No,6.0,Low,Low,Low,2019/05/11
EMP4684,36.0,Male,Hr,Hr Executive,0.3,27303.64,58.0,22.0,No,7.4,9.0,2.0,10.0,5,6.0,10.0,2.0,5.0,N,7.0,Low,Low,Low,-
EMP3626,23.0,Female,Ops,Operations Manager,2.3,46836.95,45.0,2.0,N,7.2,9.0,2.0,9.0,6,6.0,10.0,4.0,5.0,Yes,8.0,Low,Low,Low,2019/04/20
EMP1579,45.0,Female,Admin,Office Manager,2.5,41313.91,45.0,0.0,No,8.6,10.0,1.0,8.0,7,6.0,13.0,2.0,5.0,Yes,6.0,Low,Low,Low,"May 24, 2023"
EMP3655,40.0,Male,R&D,Research Analyst,7.4,37910.35,46.0,12.0,Yes,7.3,9.0,2.0,9.0,4,6.0,6.0,1.0,5.0,No,5.0,Low,Low,Low,03-29-2017
EMP6155,45.0,M,Operations,Operations Executive,0.0,34527.6,45.0,0.0,Y,7.2,10.0,1.0,10.0,7,6.0,1.0,5.0,5.0,No,6.0,Low,Low,Low,"July 25, 2018"
EMP4777,43.0,-,Customer Support,Support Executive,-13.94694432345248,43250.36,47.0,23.0,Y,6.4,8.0,1.0,8.0,6,6.0,5.0,3.0,5.0,N,8.0,Low,Low,Low,2022-08-05
EMP6643,33.0,Female,Sales,Account Manager,1.1,30099.8,40.0,0.0,No,6.8,9.0,1.0,9.0,3,5.0,0.0,2.0,5.0,No,8.0,Low,Low,Low,16/09/2025
EMP4794,20.0,Female,R&D,R&D Engineer,2.0,38384.38,30.0,0.0,No,5.6,8.0,1.0,9.0,2,6.0,6.0,1.0,5.0,No,7.0,Low,Low,Low,23/03/2023
EMP3468,30.0,Female,Marketing,Seo Specialist,1.9,32425.18,44.0,0.0,No,6.7,10.0,2.0,10.0,6,6.0,10.0,4.0,5.0,Yes,6.0,Low,Low,Low,2018/06/28
EMP6453,21.0,Male,Sales,Sales Maanger,2.5,34045.48,50.0,10.0,No,6.1,10.0,1.0,8.0,-,6.0,1.0,4.0,5.0,N,6.0,Low,Low,Low,2021/04/09
EMP2829,20.0,Male,It,System Admin,1.7,23033.91,45.0,3.0,No,8.6,10.0,1.0,7.0,7,6.0,5.0,1.0,5.0,No,9.0,Low,Low,Low,"March 12, 2024"
EMP6165,33.0,Male,Hr,Admin Executive,0.7,31745.82,46.0,1.0,N,7.2,10.0,1.0,9.0,5,6.0,17.0,1.0,5.0,Y,8.0,Low,Low,Low,2020/07/23
EMP3721,26.0,Female,Sales,Account Manager,0.5,47743.59,46.0,5.0,Yes,7.6,7.0,1.0,9.0,5,6.0,5.0,2.0,4.0,N,8.0,Low,Low,Low,2021/06/23
EMP3192,46.0,Male,Customer Support,Support Executive,1.7,29783.4,48.0,14.0,No,8.2,8.0,2.0,8.0,9,6.0,11.0,3.0,5.0,No,7.0,Low,Low,Low,2022/03/18
EMP3137,33.0,Other,R&D,Data Scientist,0.6,39866.5,42.0,6.0,N,8.0,10.0,1.0,8.0,5,6.0,3.0,2.0,5.0,N,7.0,Low,Low,Low,01-Aug-2023
EMP3568,21.0,Female,-,Business Development Executive,0.5,21931.47,37.0,3.0,Yes,6.8,9.0,1.0,10.0,6,4.0,5.0,1.0,5.0,Y,8.0,Low,Low,Low,14-Nov-2021
EMP6394,27.0,Female,R&D,Research Analyst,2.4,27578.26,44.0,9.0,No,6.5,10.0,1.0,10.0,8,6.0,17.0,2.0,5.0,No,7.0,Low,Low,Low,25/06/2025
EMP2981,41.0,Female,Marketing,Marketing Manager,3.9,32425.18,56.0,20.0,No,7.2,9.0,1.0,10.0,8,6.0,0.0,0.0,5.0,Yes,6.0,Low,Low,Low,"October 05, 2020"
EMP2436,42.0,Male,Admin,Support Team Lead,5.6,34194.15,43.0,6.0,No,7.5,9.0,3.0,6.0,5,6.0,9.0,3.0,5.0,No,7.0,Low,Low,Low,07-Apr-2024
EMP2178,27.0,Male,Hr,Recruiter,4.1,33162.89,39.0,4.0,N,7.1,9.0,1.0,10.0,-,6.0,64.0,3.0,5.0,No,7.0,Low,Low,Low,"October 06, 2019"
EMP5811,29.0,Male,H.R.,Hr Manager,8.6,55508.67,43.0,8.0,No,6.9,10.0,1.0,9.0,5,5.0,0.0,3.0,5.0,Y,7.0,Low,Low,Low,08-May-2023
EMP3968,33.0,Female,-,Marketing Executive,5.9,35257.09,52.0,17.0,No,7.1,9.0,2.0,9.0,5,6.0,6.0,4.0,5.0,No,6.0,Low,Low,Low,2020-01-16
EMP4728,39.0,Male,Research And Development,Data Scientist,2.5,55081.39,49.0,8.0,No,7.2,8.0,1.0,8.0,5,9.0,15.0,3.0,5.0,Yes,5.0,Low,Low,Low,2022-09-25
EMP1930,30.0,Female,Admin,Office Manager,6.5,48521.44,65.0,28.0,No,6.7,6.0,2.0,10.0,1,5.0,2.0,-8.0,5.0,No,7.0,Medium,Low,Medium,"May 18, 2016"
EMP4885,33.0,Male,Customersupport,Support Executive,17.1,55436.78,38.0,0.0,Yes,8.1,10.0,1.0,9.0,10,7.0,3.0,3.0,5.0,No,9.0,Low,Low,Low,-
EMP4845,21.0,M,Admin,Office Manager,2.5,36363.48,46.0,13.0,N,6.8,9.0,2.0,8.0,6,6.0,1.0,2.0,4.0,Yes,6.0,Low,Low,Low,2019/11/18
EMP6840,23.0,Male,H.R.,,5.0,23186.47,47.0,6.0,Yes,7.5,8.0,1.0,8.0,8,7.0,13.0,6.0,4.0,No,6.0,Low,Low,Low,2020-08-21
EMP6624,30.0,Male,Sales,Support Team Lead,9.3,34986.69,38.0,0.0,No,7.4,10.0,1.0,9.0,4,6.0,6.0,5.0,5.0,No,7.0,Low,Low,Low,2015/01/29
EMP6205,30.0,F,Hr,Hr Generalist,1.8,29755.46,44.0,8.0,Y,7.2,9.0,2.0,7.0,6,5.0,1.0,0.0,5.0,No,5.0,Low,Low,Low,09-Apr-2015
EMP1327,33.0,Male,R&D,Research Analyst,1.4,21306.57,54.0,14.0,N,5.8,10.0,1.0,10.0,6,5.0,24.0,4.0,5.0,Yes,7.0,Low,Low,Low,"July 17, 2018"
EMP6425,39.0,Female,Finance,Financial Analyst,4.2,27755.06,35.0,5.0,No,7.4,10.0,1.0,8.0,7,6.0,8.0,7.0,5.0,N,7.0,Low,Low,Low,2021-09-05
EMP2936,38.0,Male,Hr,Recruiter,2.5,33308.71,41.0,0.0,N,7.2,9.0,1.0,8.0,4,5.0,3.0,4.0,4.0,No,8.0,Low,Low,Low,02-12-2021
EMP6726,27.0,Male,Information Technology,Support Team Lead,9.0,42188.71,49.0,5.0,N,6.6,9.0,1.0,8.0,9,7.0,9.0,3.0,5.0,No,7.0,Low, ,Low,"December 13, 2022"
EMP6823,39.0,Male,Finance,Auditor,14.4,52388.14,42.0,1.0,Yes,7.8,10.0,1.0,10.0,5,6.0,10.0,3.0,5.0,No,7.0,Low,Low,Low,"December 07, 2020"
EMP2665,20.0,Male,Hr,Recruiter,2.0,22869.5,47.0,10.0,Yes,9.0,9.0,1.0,9.0,8,7.0,2.0,3.0,5.0,Yes,7.0,Low,Low,Low,2017-01-23
EMP3255,32.0,Female,Ops,,4.1,31339.24,45.0,7.0,Yes,7.2,10.0,1.0,8.0,5,7.0,17.0,3.0,5.0,N,8.0,Low,Low,Low,29/03/2015
EMP5723,33.0,Female,Hr,Hr Generalist,2.0,29599.25,39.0,0.0,Y,7.3,9.0,1.0,10.0,4,5.0,5.0,3.0,5.0,No,6.0,Low,Low,Low,01/05/2020
EMP4792,33.0,Female,Hr,Hr Executive,4.3,37134.02,42.0,0.0,N,7.8,9.0,20.0,9.0,6,4.0,15.0,3.0,5.0,Yes,7.0,Low,Low,Low,25/08/2015
EMP1114,40.0,Other,Finance,Finance Manager,3.0,45694.26,51.0,9.0,Yes,5.7,10.0,1.0,9.0,7,8.0,9.0,3.0,5.0,Yes,8.0,Low,Low,Low,2015/04/26
EMP6803,24.0,Male,It,Qa Engineer,6.0,36273.19,31.0,1.0,No,7.5,10.0,1.0,8.0,5,6.0,0.0,3.0,5.0,No,7.0,Low,Low,Low,2021/12/22
EMP5445,41.0,Male,Marketing,Seo Specialist,3.6,25722.94,45.0,5.0,Yes,6.5,10.0,1.0,9.0,5,6.0,21.0,2.0,5.0,N,6.0,Low,Low,Low,2024/01/15
EMP6902,42.0,Male,Marketting,Marketing Executive,0.2,22516.83,48.0,10.0,No,6.9,9.0,1.0,10.0,10,6.0,21.0,4.0,5.0,No,10.0,Low,Low,Low,09-Jul-2023
EMP2538,41.0,Female,Admin,Support Team Lead,2.1,43373.92,49.0,4.0,Yes,8.2,8.0,1.0,10.0,6,6.0,9.0,3.0,5.0,N,7.0,Low,Low,Low,-
EMP2553,33.0,M,Sales,Sales Executive,4.5,32454.31,37.0,0.0,No,7.3,10.0,1.0,8.0,3,7.0,23.0,4.0,5.0,N,7.0,Low,Low,Low,2020-10-09
EMP4574,22.0,Male,Marketing,Content Strategist,2.5,31992.73,46.0,0.0,N,7.3,9.0,1.0,10.0,5,8.0,8.0,2.0,5.0,Yes,7.0,Low,Low,Low,26/09/2016
EMP4926,33.0,Male,Legal,Legal Counsel,2.5,32425.18,46.0,12.0,Yes,-9.693419782838749,9.0,1.0,9.0,6,6.0,14.0,0.0,5.0,N,7.0,Low,Low,Low,2021/12/25
EMP2322,42.0,Male,Sales,Business Development Executive,1.2,25150.64,44.0,5.0,Yes,7.9,8.0,3.0,8.0,5,7.0,11.0,1.0,5.0,Y,8.0,Low,Low,Low,-
EMP4888,38.0,Male,It,Devops Engineer,0.6,28992.79,40.0,0.0,N,5.7,10.0,1.0,10.0,4,6.0,1.0,5.0,5.0,N,8.0,Low,Low,Low,2025/07/26
EMP2508,50.0,Male,Finance,Financial Analyst,6.4,35264.48,44.0,7.0,Yes,7.7,8.0,1.0,10.0,6,7.0,71.0,3.0,5.0,No,7.0,Low,Low,Low,2020-12-08
EMP3068,30.0,Female,Sales,Account Manager,2.5,54195.75,39.0,0.0,No,8.3,9.0,1.0,10.0,6,5.0,18.0,3.0,5.0,N,8.0,Low,Low,Low,2022/06/27
EMP5072,32.0,,Operations,Operations Executive,3.4,31243.31,54.0,17.0,Yes,5.1,8.0,1.0,9.0,6,7.0,34.0,3.0,4.0,N,8.0,Low,Low,Low,-
EMP2864,27.0,Male,Customer Support,Customer Success Manager,1.9,34640.52,34.0,0.0,No,8.9,9.0,1.0,10.0,5,6.0,9.0,4.0,5.0,N,6.0,Low,Low,Low,01-Mar-2017
EMP1868,35.0,Female,R&D,R&D Engineer,1.6,24591.35,50.0,11.0,No,6.7,10.0,1.0,10.0,6,7.0,3.0,10.0,3.0,Yes,8.0,Low,Low,Low,05-Jul-2020
EMP6783,38.0,F,Marketting,-,10.5,44984.99,39.0,0.0,No,7.6,10.0,1.0,10.0,9,6.0,7.0,2.0,5.0,N,9.0,Low,Low,Low,"April 12, 2016"
EMP3169,27.0,Other,Finance,Auditor,1.0,25621.95,48.0,5.0,Yes,6.8,9.0,1.0,9.0,3,6.0,11.0,4.0,5.0,No,6.0,Low,Low,Low,"October 31, 2021"
EMP3247,33.0,Female,Admin,Front Desk Executive,3.6,32425.18,44.0,0.0,Yes,7.2,8.0,2.0,8.0,8,5.0,36.0,1.0,4.0,No,8.0,Low,Low,Low,11/01/2026
EMP1220,28.0,Female,It,System Admin,1.3,26274.28,46.0,1.0,No,7.0,10.0,1.0,9.0,7,9.0,38.0,3.0,5.0,No,6.0,Low,Low,Low,2025/05/28
EMP3999,21.0,Female,Hr,Office Amnager,3.0,32425.18,40.0,1.0,No,7.4,10.0,2.0,9.0,5,6.0,2.0,3.0,5.0,Yes,7.0,Low,Low,-,07-Nov-2025
EMP6130,28.0,Male,Operations,Operations Manager,2.4,29287.7,38.0,5.0,Y,6.5,10.0,1.0,10.0,8,7.0,7.0,1.0,5.0,Yes,7.0,Low,Low,Low,05-May-2018
EMP6189,34.0,Male,Hr,Qa Engineer,2.3,27526.81,49.0,14.0,No,6.4,8.0,1.0,10.0,6,7.0,9.0,0.0,5.0,Yes,8.0,Low,Low,Low,2021/02/11
EMP4212,22.0,Female,Operations,Support Team Lead,0.4,22042.19,40.0,0.0,No,9.0,10.0,1.0,9.0,4,6.0,12.0,5.0,5.0,Yes,7.0,Low,Low,Low,2021-03-27
EMP6329,20.0,Male,Sales,Business Development Executive,2.0,29182.91,54.0,17.0,No,6.2,8.0,2.0,10.0,1,4.0,2.0,3.0,5.0,Yes,7.0,Low,Low,Medium,25/01/2019
EMP1304,28.0,Male,Marketing,Marketing Executive,4.9,32176.2,46.0,8.0,No,6.3,8.0,2.0,7.0,2,5.0,42.0,3.0,5.0,No,8.0,Low,Low,Medium,"April 10, 2021"
EMP4097,41.0,Other,Marketing,Seo Specialist,5.5,35067.31,41.0,9.0,N,7.6,10.0,1.0,9.0,4,6.0,26.0,3.0,5.0,No,9.0,Low,Low,Low,2023-10-04
